classname,content
alt.atheism,"newsgroups alt atheism path cantaloupe srv cs cmu edu ! crabapple srv cs cmu edu ! fs7 ece cmu edu ! europa eng gtefsd com ! emory ! swrinde ! zaphod mps ohio state edu ! sol ctr columbia edu ! news unomaha edu ! cwis unomaha edu ! trajan from trajan cwis unomaha edu \( stephen mcintyre \) subject re the problem of satan \( used to be islamic authority over women \) message id 1993apr5 205351 11915 news unomaha edu sender news news unomaha edu \( uno network news server \) organization university of nebraska at omaha references c50v70 55d ra nrl navy mil date mon , 5 apr 1993 20 53 51 gmt lines 103 in article 1993apr5 165233 1007 news unomaha edu trajan cwis unomaha edu \( stephen mcintyre \) writes of course , bobby then states that satan has no free will , that he does as god wants him to this brings up a host of paradoxes is god therefore evil do i have free will or is god directing me also if god is evil , which part of his infinite self is good and which is evil etc \? i would like for once a solid answer , not a run about i hope i gave you a fairly solid answer to this one i simply do n't agree with the embodied version of a satan who is a separate creation or a force i wrote the belief to which i ascribe is that evil is not a creation rather , it is the absence of good this fits with all the logic about things having dual use e g , a knife can be used to sculpt and it can be used to kill like entropy , evil is seen in this view as neither force nor entity satan is , therefore , metaphorical in fact , there are several verses of the holy qur'an which appear to support this view and several traditions as well for example , there is a tradition that food should never be left open on a shelf or table overnight , lest satan enter it it appears that this is a reference to as yet undiscovered germs thus , the evil effect of spoiled food is described as satan but there are many examples of satan personified which am i to believe \? and there are quite physical descriptions of heaven and hell in the holy qur'an , the bible , etc there have been times in the spiritual and intellectual evolution of the modern human when these physical descriptions of heaven , hell , and satan were taken quite literally and that worked for the time as i mentioned in the tradition cited above , for example , it was sufficient in the absence of a theory about germs and disease spread by worms to simply describe the evil which was passed to a consumer of spoiled food as satanic which begs the question if satan in this case is metaphorical , how can you be certain allah is not the same way \? the bottom line here , however , is that describing a spiritual plane in human language is something like describing color to a person who has been blind from birth you may want to read the book flatland \( if you have n't already \) or the dragon's egg the first is intended as a light hearted description of a mathematical con cept some deleted for space saving when language fails because it cannot be used to adequately describe another dimension which cannot be experienced by the speakers , then such conventions as metaphor , allegory , and the like come to be necessary the unseen is described in terms which have reference` and meaning for the reader listener but , like all models , a compro mise must be made when speaking metaphorically clarity and directness of meaning , equivalence of perception , and the like are all crippled but what else can you do \? this is why i asked the above how would you then know god exists as a spirit or being rather than just being metaphorical \? i mean , it 's okay to say well , satan is just metaphorical , but then you have to justify this belief and justify that god is not some metaphor for something else i say this because there are many , many instances of satan described as a being \( such as the tormentor in the old testament book of job , or the temptor in the new testament gospels \) in the same way , god too is described as a being \( or spirit \) how am i to know one is metaphorical and not the other further , belief in god is n't a bar to evil let 's consider the case of satanists even if satan were metaphorical , the satanist would have to believe in god to justify this belief again , we have a case where someone does believe in god , but by religious standards , they are evil if bobby does see this , let him address this question also deleted some more on metaphor obviously more philosophizing on this issue is possible , but i'm not sure that the readers of this newsgroup would want to delve into religious interpretation further however , if anyone wishes to discuss this , i'm certainly willing \( either off line e mail or on line posting \) stephen atheist libertarian pro individuality pro responsibility jr and all that jazz"
comp.graphics,"path cantaloupe srv cs cmu edu ! magnesium club cc cmu edu ! pitt edu ! uunet ! haven umd edu ! darwin sura net ! emory ! sol ctr columbia edu ! news cs columbia edu ! ykim from ykim cs columbia edu \( yong su kim \) newsgroups comp graphics subject fast wireframe graphics message id c5tk4u c6t cs columbia edu date 21 apr 93 05 48 30 gmt sender news cs columbia edu \( the daily news \) distribution usa organization columbia university department of computer science lines 29 i am working on a program to display 3d wireframe models with the user being able to arbitrarily change any of the viewing parameters also , the wireframe objects are also going to have dynamic attributes so that they can move around while the user is exploring the wireframe world to do this , i am thinking of using the srgp package described in the van dam , foley and feiner book , but i was wondering if there was another pd graphics package out there which was faster i would like to make the program as fast as possible so that it provides satisfactory real time performance on a sun ipx ideally , i'm looking for a pd graphics package which will allow me to open a new window under x , and allow me to draw lines within the window also , it would also need to have some sort of event driven interaction handling since the user is going to move around the wireframe models using the keyboard if you know or wrote such a package , i would be grateful if you could direct me to a ftp site which contains the package thank you yong su kim , class of 1993 internet yk4 cunixb cc columbia edu columbia college , columbia university or ykim cs columbia edu"
comp.graphics,"path cantaloupe srv cs cmu edu ! magnesium club cc cmu edu ! pitt edu ! gatech ! howland reston ans net ! noc near net ! uunet ! psgrain ! ee und ac za ! ford ee up ac za ! mccartney ee up ac za ! ing1023 from ing1023 ee up ac za \( ing1023 \) newsgroups comp graphics subject vatican library message id ing1023 3 ee up ac za date 27 apr 93 07 43 52 gmt organization electrical and computer engineering , university of pretoria lines 8 nntp posting host mccartney ee up ac za the vatican library recently made a tour of the us can anyone help me in finding a ftp site where this collection is available thanx in advance j watson"
alt.atheism,"path cantaloupe srv cs cmu edu ! das news harvard edu ! noc near net ! howland reston ans net ! zaphod mps ohio state edu ! sgiblab ! sgigate ! odin ! sgihub ! zola ! fido ! solntze wpd sgi com ! livesey from livesey solntze wpd sgi com \( jon livesey \) newsgroups alt atheism subject re political atheists \? date 21 apr 1993 04 47 49 gmt organization sgi lines 20 distribution world message id 1r2jll 6e1 fido asd sgi com references kmr4 1538 734573965 po cwru edu 1ql0ajinn2kj gap caltech edu 1ql9a6 afp fido asd sgi com 1993apr17 080321 18675 daffy cs wisc edu nntp posting host solntze wpd sgi com in article 1993apr17 080321 18675 daffy cs wisc edu , mccullou snake2 cs wisc edu \( mark mccullough \) writes in article 1ql9a6 afp fido asd sgi com livesey solntze wpd sgi com \( jon livesey \) writes in article 1ql0ajinn2kj gap caltech edu , keith cco caltech edu \( keith allan schneider \) writes well , chimps must have some system they live in social groups as we do , so they must have some laws dictating undesired behavior ah , the verb to must i was warned about that one back in kindergarten so , why must they have such laws \? jon hey , must is a verb in some languages just happens it is only a modifier in english but , the verb of the sentence is to have this is modified by must i know that must is a verb in some languages i'm complaining about the assertion containing the word must jon"
alt.atheism,"path cantaloupe srv cs cmu edu ! das news harvard edu ! husc news harvard edu ! hsdndev ! yale ! yale edu ! nigel msen com ! sdd hp com ! zaphod mps ohio state edu ! wupost ! uunet ! news tek com ! vice ! bobbe newsgroups alt atheism subject re islamic authority over women message id 11741 vice ico tek com from bobbe vice ico tek com \( robert beauchaine \) date 6 apr 93 00 05 52 gmt references 1993apr5 024626 19942 ultb isc rit edu organization tektronix , inc , beaverton , or lines 17 in article 1993apr5 024626 19942 ultb isc rit edu snm6394 ultb isc rit edu \( s n mozumder \) writes peace , bobby get this the hell out of your sig until you 1 \) learn what it stands for and 2 \) really mean it bob beauchaine bobbe vice ico tek com they said that queens could stay , they blew the bronx away , and sank manhattan out at sea"
alt.atheism,"path cantaloupe srv cs cmu edu ! crabapple srv cs cmu edu ! fs7 ece cmu edu ! europa eng gtefsd com ! howland reston ans net ! wupost ! uunet ! decwrl ! concert ! dsi dsinc com ! dsi dsinc com ! not for mail from perry dsinc com \( jim perry \) newsgroups alt atheism subject re yeah , right date 6 apr 1993 10 41 48 0400 organization decision support inc lines 27 message id 1ps4rcinnl8u dsi dsinc com references 930401 113601 4c0 rusnews w165w mantis co uk 65882 mimsy umd edu nntp posting host dsi dsinc com in article 65882 mimsy umd edu mangoe cs umd edu \( charley wingate \) writes for several years i 've periodically asked charley wingate to explain this mythical alternative to rationality which he propounds so enthusiastically when he pops up every few months his reluctance to explain indicates to me that it 's not so hot i 've said enough times that there is no alternative that should think you might have caught on by now and there is no alternative , but the point is , rationality is n't an alternative either the problems of metaphysical and religious knowledge are unsolvable or i should say , humans cannot solve them if there is truly no alternative , then you have no basis whatsoever for your claim the usual line here , which you call a prejudgment of atheism , and dispute , is that reason is all we have here you admit that you have no alternative , no possible basis for the claim that there is anything other than reason or that reason is inapplicable in religious knowledge , except possibly that reason conflicts with religious knowledge this sounds very much like i ca n't provide a rational defense for my belief , but prefer to discard rationality rather than accept that it may be false i hope it makes you happy , but your repeated and unfounded assertions to this effect do n't advance your cause jim perry perry dsinc com decision support , inc , matthews nc these are my opinions for a nominal fee , they can be yours"
alt.atheism,"xref cantaloupe srv cs cmu edu alt atheism 51121 soc motss 139944 rec scouting 5318 newsgroups alt atheism , soc motss , rec scouting path cantaloupe srv cs cmu edu ! crabapple srv cs cmu edu ! fs7 ece cmu edu ! europa eng gtefsd com ! howland reston ans net ! wupost ! uunet ! newsgate watson ibm com ! yktnews watson ibm com ! watson ! watson ibm com ! strom from strom watson ibm com \( rob strom \) subject re soc motss , et al princeton axes matching funds for boy scouts sender watson ibm com message id 1993apr05 180116 43346 watson ibm com date mon , 05 apr 93 18 01 16 gmt distribution usa references c47efs 3q47 austin ibm com 1993mar22 033150 17345 cbnewsl cb att com n4hy 93apr5120934 harder ccr p ida org organization ibm research lines 15 in article n4hy 93apr5120934 harder ccr p ida org , n4hy harder ccr p ida org \( bob mcgwier \) writes 1 however , i hate economic terrorism and political correctness worse than i hate this policy 2 a more effective approach is to stop donating to any organizating that directly or indirectly supports gay rights issues until they end the boycott on funding of scouts can somebody reconcile the apparent contradiction between 1 and 2 \? rob strom , strom watson ibm com , \( 914 \) 784 7641 ibm research , 30 saw mill river road , p o box 704 , yorktown heights , ny 10598"
comp.graphics,"xref cantaloupe srv cs cmu edu sci astro 34684 sci space 60877 comp graphics 38416 newsgroups sci astro , sci space , comp graphics path cantaloupe srv cs cmu edu ! das news harvard edu ! noc near net ! howland reston ans net ! spool mu edu ! uwm edu ! cs utexas edu ! wotan compaq com ! twisto eng hou compaq com ! twisto ! edm from edm twisto compaq com \( ed mccreary \) subject software release for use with voyager cdroms message id edm 93apr18133611 gocart twisto compaq com sender news twisto eng hou compaq com \( netnews account \) organization compaq computer corp date sun , 18 apr 1993 18 36 11 gmt lines 80 t h e i m a g e m a c h i n e version 1 0 by eddie mccreary introduction the image machine is a windows based image processing package for use with the cdroms distributed by the nssdc containing data from voyager and other spacecraft it it intended mainly for use with these disks and should not be considered a general imaging application future versions will correct this features include read compressed images directly from disk no preprocessing required ! basic image processing functions such as low and high pass filtering , zoom , rotate , flip , and much , much more ! complete customizable filter kernels write your own filters if you do n't like those provided with program reseau mark removal get rid of unsightly reseau marks with the click of a button it 's freeware ! give it to your best friend , give it to your mother in law , give it to your dog , i just do n't care ! media the image machine has been tested with the following cdroms voyagers to the outer planets , vol 1 12 mission to mars viking orbiter images of mars , vol 1 8 mars mosaicked digital image model , vol 1 6 mission to jupiter galileo images of venus , earth , moon , vol 2 6 magellan midr cdroms \( tested with only select images \) it should be compatible with most images stored in pds and vicar format , but unless the image belongs to one of the above sets , it has n't been tested requirements 80386sx processor or above \( 20 mhz preferred \) 4 mb ram , the more the better microsoft window 3 1 availability the image machine can be found on ames arc nasa gov under pub space software as imach10 zip i 've also submitted it to comp binaries ms windows so if you do n't have ftp access , wait a few days and it should appear at your site disclaimer the image machine is a private project written by myself in my spare time i am in no way associated with the national space science data center or nasa and this project should not be consider endorsed by them thanks to peter yee for placing it on the ames archives questions or comments should be mailed to me directly at edm twisto compaq com ed mccreary , o edm twisto compaq com , if it were not for laughter , there would be no tao \( \) ' \( \)"
comp.graphics,"xref cantaloupe srv cs cmu edu comp graphics visualization 3358 comp graphics 38450 newsgroups comp graphics visualization , comp graphics path cantaloupe srv cs cmu edu ! das news harvard edu ! noc near net ! howland reston ans net ! wupost ! uunet ! alta oh ! zeus alta oh com ! chris from chris zeus alta oh com \( chris murphy \) subject re needed plotting package that does sender news alta oh com message id c5qgf5 k2i alta oh com date mon , 19 apr 1993 13 35 29 gmt references full gl 93apr18005752 dolphin pts mot com nntp posting host zeus alta oh com organization alta analytics lines 38 in article full gl 93apr18005752 dolphin pts mot com , full gl pts mot com \( glen fullmer \) writes looking for a graphics cad or whatever package on a x unix box that will take a file with records like n a b p where n a count integer a entity a string b entity b string p type string and produce a networked graph with nodes represented with boxes or circles and the vertices represented by lines and the width of the line determined by n there would be a different line type for each type of vertice the boxes need to be identified with the entity 's name the number of entities 1000 and vertices 100000 it would be nice if the tool minimized line cross overs and did a good job of layout \) i have looked in the faq for comp graphics and gnuplot without success any ideas would be appreciated \? thanks , glen fullmer , glen fullmer pts mot com , \( 407 \) 364 3296 hi , see roger grywalski 's response to re help on network visualization in comp graphics visualization amongst other things , it does exactly this ! chris murphy chris alta oh com \( 614 \) 792 2222 columbus oh"
comp.graphics,"newsgroups comp graphics path cantaloupe srv cs cmu edu ! crabapple srv cs cmu edu ! fs7 ece cmu edu ! europa eng gtefsd com ! gatech ! willis1 cis uab edu ! nntp msstate edu ! ra msstate edu ! trb3 from trb3 ra msstate edu \( tony r boutwell \) subject hot new 3d software message id trb3 734742669 ra msstate edu keywords imagine , 3d sender news ra msstate edu nntp posting host ra msstate edu organization mississippi state university date tue , 13 apr 1993 23 11 09 gmt lines 20 there is a new product for the \( ibm'ers \) out there it is called imagine and it just started shipping yesterday i can personally attest that it will blow the doors off of 3d studio it is made by impulse , and is in its 3rd version \( 1st \) for the ibm it can do morphing , your standard key framming animation , it is a raytracer \( reflections shadows \) , and can do apply special fx to objects \( like ripple , explode , bounce \) things of that nature also it has algorithmic texture maps and your standard brushmapping also you can have animated brushmaps \( ie live video mapped on the objs \) also animated backdrops \( ie live video backgrounds \) also animted reflections maps you get the idea it will run for about 500 retail \( i think \) dont let the low price fool you this product can do it all when it comes to 3d animation and renderering ! also does anyone here know how to get in the imagine mailing list \? \? please e mail me if you do or post up here oh the number for impulse is 1 800 328 0184 trb3 ra msstate edu"
comp.graphics,"xref cantaloupe srv cs cmu edu comp graphics 38314 alt graphics 547 path cantaloupe srv cs cmu edu ! das news harvard edu ! husc news harvard edu ! husc11 harvard edu ! eekim newsgroups harvard general , harvard org hcs , comp graphics , alt graphics subject announce ivan sutherland to speak at harvard message id 1993apr16 155236 22949 husc3 harvard edu from eekim husc11 harvard edu \( eugene kim \) date 16 apr 93 15 52 35 edt distribution harvard organization harvard university science center nntp posting host husc11 harvard edu lines 21 the harvard computer society is pleased to announce its third lecture of the spring ivan sutherland , the father of computer graphics and an innovator in microprocessing , will be speaking at harvard university on tuesday , april 20 , 1993 , at 4 00 pm in aiken computations building , room 101 the title of his talk is logical effort and the conflict over the control of information cookies and tea will be served at 3 30 pm in the aiken lobby admissions is free , and all are welcome aiken is located north of the science center near the law school for more information , send e mail to eekim husc harvard edu the lecture will be videotaped , and a tape will be made available thanks eugene kim '96 give me a place to stand , and i will internet eekim husc harvard edu move the earth archimedes"
alt.atheism,"path cantaloupe srv cs cmu edu ! crabapple srv cs cmu edu ! fs7 ece cmu edu ! europa eng gtefsd com ! emory ! sol ctr columbia edu ! zaphod mps ohio state edu ! uwm edu ! biosci ! agate ! usenet ins cwru edu ! po cwru edu ! kmr4 from kmr4 po cwru edu \( keith m ryan \) newsgroups alt atheism subject re political atheists \? message id kmr4 1442 734042992 po cwru edu date 5 apr 93 20 49 52 gmt references 1p9bseinni6o gap caltech edu 1pamva b6j fido asd sgi com 1993mar31 002303 4748 blaze cs jhu edu 930401 111834 4c3 rusnews w165w mantis co uk 1pigidinnsot gap caltech edu organization case western reserve university lines 29 nntp posting host b64635 student cwru edu in article 1pigidinnsot gap caltech edu keith cco caltech edu \( keith allan schneider \) writes mathew mathew mantis co uk writes as for rape , surely there the burden of guilt is solely on the rapist \? not so if you are thrown into a cage with a tiger and get mauled , do you blame the tiger \? a human has greater control over his her actions , than a predominately instictive tiger a proper analogy would be if you are thrown into a cage with a person and get mauled , do you blame that person \? yes providing that that person was in a responsible frame of mind , eg not clinicaly insane , on pcb 's , etc one thing that relates is among navy men that get tatoos that say mom , because of the love of their mom it makes for more virile men bobby mozumder \( snm6394 ultb isc rit edu \) april 4 , 1993 the one true muslim left in the world"
alt.atheism,"path cantaloupe srv cs cmu edu ! crabapple srv cs cmu edu ! fs7 ece cmu edu ! europa eng gtefsd com ! emory ! swrinde ! sdd hp com ! usc ! zaphod mps ohio state edu ! darwin sura net ! sgiblab ! sgigate ! odin ! fido ! solntze wpd sgi com ! livesey from livesey solntze wpd sgi com \( jon livesey \) newsgroups alt atheism subject re political atheists \? date 16 apr 1993 03 31 18 gmt organization sgi lines 15 distribution world message id 1ql9a6 afp fido asd sgi com references 1p3bn9inn98r gap caltech edu 1pa0stinnpqa gap caltech edu 1pan4f b6j fido asd sgi com 1q0fnginnahu gap caltech edu c5c9fa 6zh acsu buffalo edu 1qabe7innaff gap caltech edu kmr4 1538 734573965 po cwru edu 1ql0ajinn2kj gap caltech edu nntp posting host solntze wpd sgi com in article 1ql0ajinn2kj gap caltech edu , keith cco caltech edu \( keith allan schneider \) writes kmr4 po cwru edu \( keith m ryan \) writes but chimps are almost human does this mean that chimps have a moral will \? well , chimps must have some system they live in social groups as we do , so they must have some laws dictating undesired behavior ah , the verb to must i was warned about that one back in kindergarten so , why must they have such laws \? jon"
comp.graphics,"newsgroups comp graphics path cantaloupe srv cs cmu edu ! das news harvard edu ! noc near net ! howland reston ans net ! europa eng gtefsd com ! emory ! sol ctr columbia edu ! ira uka de ! math fu berlin de ! informatik tu muenchen de ! roell from roell informatik tu muenchen de \( thomas roell \) subject re 24 bit graphics cards in reply to rjs002c parsec paradyne com 's message of wed , 14 apr 1993 21 59 34 gmt references 1993apr14 215934 17733 pdn paradyne com sender news informatik tu muenchen de \( usenet newssystem \) organization inst fuer informatik , technische univ muenchen , germany date mon , 19 apr 1993 11 35 52 gmt message id 1993apr19 113552 24828 informatik tu muenchen de lines 20 i am looking for eisa or vesa local bus graphic cards that support at least 1024x786x24 resolution i know matrox has one , but it is very expensive all the other cards i know of , that support that resoultion , are striaght isa what about the elsa winner4000 \( s3 928 , bt485 , 4mb , eisa \) , or the metheus premier 4vl \( s3 928 , bt485 , 4mb , isa vl \) \? also are there any x servers for a unix pc that support 24 bits \? as it just happens , sgcs has a xserver \( x386 1 4 \) that does 1024x768x24 on those cards please email to info sgcs com for more details thomas das reh springt hoch , e mail roell sgcs com das reh springt weit , include sys pizza h was soll es tun , es hat ja zeit"
comp.graphics,"newsgroups comp graphics path cantaloupe srv cs cmu edu ! das news harvard edu ! noc near net ! howland reston ans net ! wupost ! uunet ! mcsun ! sun4nl ! star cs vu nl ! wlieftin from wlieftin cs vu nl \( liefting w \) subject re pov ray related group needed message id c760aj kxv cs vu nl sender news cs vu nl organization fac wiskunde informatica , vu , amsterdam references c6q15v gfa sleeper uucp 1993may13 011926 4728 exucom com 1t0maainno56 darkstar ucsc edu date mon , 17 may 1993 09 42 18 gmt lines 20 hed cats ucsc edu \( magic fingers \) writes in article 1993may13 011926 4728 exucom com cyberman exucom com \( stephen r phillips \) writes if it takes making it an alt group , then why not \? i 've been following this thread for , what has it been , two months now \? the alt hierarchie is created for 2 purposes 1 for groups which do not fit under the comp or other 'official' hierarchies 2 for the fast creation of hot new newsgroups like alt gulf war because there is no voting process or any other control facilities , sites are free to decide not to carry \( some of \) the alt groups therefore , it is \( i think \) desirable to try to create comp graphics raytrace , rendering or whatever and not an alt group wouter"
comp.graphics,"newsgroups comp graphics path cantaloupe srv cs cmu edu ! crabapple srv cs cmu edu ! fs7 ece cmu edu ! europa eng gtefsd com ! howland reston ans net ! news ans net ! newsgate watson ibm com ! yktnews watson ibm com ! watson ! schultz kgn ibm com ! schultz from schultz schultz kgn ibm com \( karl schultz \) subject re vesa standard vga svga programming \? \? \? sender watson ibm com message id 1993apr16 202141 23563 watson ibm com date fri , 16 apr 93 20 21 41 gmt reply to schultz vnet ibm com references c5l2rk k2a constellation ecn uoknor edu organization ibm aws graphics systems keywords vga lines 45 1 how vesa standard works \? any documentation for vesa standard \? the vesa standard can be requested from vesa vesa 2150 north first street , suite 440 san jose , ca 95131 2029 ask for the vesa vbe and super vga programming starndards vesa also defines local bus and other standards the vesa standard only addresses ways in which an application can find out info and capabilities of a specific super vga implementation and to control the video mode selection and video memory access you still have to set your own pixels 2 at a higher resolution than 320x200x256 or 640x480x16 vga mode , where the video memory a0000 affff is no longer sufficient to hold all info , what is the trick to do fast image manipulation \? i heard about memory mapping or video memory bank switching but know nothing on how it is implemented any advice , anyone \? vesa defines a window that is used to access video memory this window is anchored at the spot where you want to write , and then you can write as far as the window takes you \( usually 64k \) windows have granularities , so you ca n't just anchor them anywhere also , some implementations allow two windows 3 my interest is in 640x480x256 mode should this mode be called svga mode \? what is the technique for fast image scrolling for the above mode \? how to deal with different svga cards \? this is vesa mode 101h there is a set display start function that might be useful for scrolling your guidance to books or any other sources to the above questions would be greatly appreciated please send me mail your best bet is to write vesa for the info there have also been announcements on this group of vesa software karl schultz schultz vnet ibm com these statements or opinions are not necessarily those of ibm"
comp.graphics,"xref cantaloupe srv cs cmu edu comp graphics 38798 comp sys amiga graphics 14265 comp graphics animation 3108 path cantaloupe srv cs cmu edu ! rochester ! udel ! wupost ! uunet ! usna ! dfr from dfr usna navy mil \( prof d rogers \( eas fac \) \) newsgroups comp graphics , comp sys amiga graphics , comp graphics animation subject re newsgroup split message id 2873 usna navy mil date 27 apr 93 01 46 47 gmt references 1quvdoinn3e7 srvr1 engin umich edu c5r9bm 2lh mach1 wlu ca sender news usna navy mil followup to comp graphics organization u s naval academy lines 23 in article c5r9bm 2lh mach1 wlu ca mart4678 mach1 wlu ca \( phil martin u \) writes ! chris herringshaw \( tdawson engin umich edu \) wrote ! concerning the proposed newsgroup split , i personally am not in favor of ! doing this i learn an awful lot about all aspects of graphics by reading ! this group , from code to hardware to algorithms i just think making 5 ! different groups out of this is a wate , and will only result in a few posts ! a week per group i kind of like the convenience of having one big forum ! for discussing all aspects of graphics anyone else feel this way \? ! just curious ! ! yes i also like knowing where to go to ask a question without getting ! hell for putting it in the wrong newsgroup i am also against splitting the group the traffic will decrease on any given subject but the required net bandwidth will increase because of multiply cross postings i just went through this with another group i continuously read it is now almost at the point where it is no longer worth reading strongly suggest not doing this dave rogers"
alt.atheism,"path cantaloupe srv cs cmu edu ! crabapple srv cs cmu edu ! fs7 ece cmu edu ! europa eng gtefsd com ! emory ! darwin sura net ! haven umd edu ! uunet ! pipex ! ibmpcug ! mantis ! news from mathew mathew mantis co uk newsgroups alt atheism subject re political atheists \? message id 930406 102106 7r4 rusnews w165w mantis co uk date tue , 6 apr 1993 10 21 06 gmt references 1993mar31 002303 4748 blaze cs jhu edu 930401 111834 4c3 rusnews w165w mantis co uk 1pigidinnsot gap caltech edu organization mantis consultants , cambridge uk x newsreader rusnews v1 01 lines 19 keith cco caltech edu \( keith allan schneider \) writes mathew mathew mantis co uk writes as for rape , surely there the burden of guilt is solely on the rapist \? not so if you are thrown into a cage with a tiger and get mauled , do you blame the tiger \? as far as i know , tigers are not sentient if i were pushed into a pool with some dolphins and they attacked me , i might be inclined to blame the dolphins rather than the person doing the pushing , as \( a \) dolphins are not usually aggressive and \( b \) they seem to have well developed brains and a capacity for abstract thought as a matter of fact , tigers rarely attack humans unless the human provokes them of course , if they are in a cage which is far too small , that might count as provocation mathew"
comp.graphics,"path cantaloupe srv cs cmu edu ! das news harvard edu ! ogicse ! netnews nwnet net ! news u washington edu ! hardy u washington edu ! stusoft from stusoft hardy u washington edu \( stuart denman \) newsgroups comp graphics subject re 3d2 files what are they \? message id 1rft1ninnc7s shelley u washington edu date 26 apr 93 05 47 35 gmt article i d shelley 1rft1ninnc7s references 1993apr24 073641 18623 hparc0 aus hp com organization university of washington lines 16 nntp posting host hardy u washington edu doug hparc0 aus hp com \( doug parsons \) writes i was chaining around in the anonymous ftp world looking for 3d studio meshes and other interesting graphical stuff for the program , and found a few files with the extension 3d2 my 3ds v2 01 does n't know this type of file , so what are they \? they are 3d object files for cad 3d 2 0 , a program written by tom hudson for the atari st computers do n't know much more about them except that they are stored with the points first , then the surfaces are next , and are made by listing 3 point numbers that make up the triangle surface then there 's a header that describes coloring , lighting , etc do n't know much more than this , hope this helps stuart denman stusoft u washington edu"
comp.graphics,"newsgroups comp graphics path cantaloupe srv cs cmu edu ! rochester ! cornell ! batcomputer ! caen ! uunet ! mcsun ! sun4nl ! htsa ! remcoha from remcoha htsa aha nl \( remco hartog \) subject rgb to hvs , and back date wed , 28 apr 1993 09 47 39 gmt organization hogeschool van amsterdam , the netherlands , e e c s dept sender news htsa aha nl \( news manager \) message id 1993apr28 094739 25200 htsa aha nl lines 9 i have a little question i need to convert rgb coded \( red green blue \) colors into hvs coded \( hue value saturnation \) colors does anyone know which formulas to use \? thanks ! r w hartog remcoha solist htsa aha nl"
alt.atheism,"xref cantaloupe srv cs cmu edu alt atheism 53243 soc culture arabic 18452 newsgroups alt atheism , soc culture arabic path cantaloupe srv cs cmu edu ! rochester ! udel ! news intercon com ! psinntp ! wrldlnk ! usenet from robert knowles p00261 psilink com subject re the nonexistance of atheists \? ! in reply to 1993apr15 192037 1 eagle wesleyan edu message id 2944016223 0 p00261 psilink com sender usenet worldlink com nntp posting host 127 0 0 1 organization kupajava , east of krakatoa date fri , 16 apr 1993 05 33 46 gmt x mailer psilink dos \( 3 3 \) lines 26 date 15 apr 93 19 20 37 edt from kmagnacca eagle wesleyan edu in article bskendigc5jcwx jzn netcom com , bskendig netcom com \( brian kendig \) writes s c a quotes deleted it really looks like these people have no idea at all of what it means to be atheist there are more bobby mozumder clones in the world than i thought well , that explains some things i posted on soc religion islam with an attached quote by bobby to the effect that all atheists are lying evil scum , and asked if it was a commonly held idea among muslims i got no response asking about the unknown , i guess you should have tried one of the soc culture groups in the middle east or south asia area \( they are a little more open than the islam channel \) i think someone defined atheists as polytheists cuz they say we think the world created itself \( or something like that \) so each particle is a god which created the other gods the soc culture african is also nice for some contrasting viewpoints on the benevolence of religion especially when sudan is mentioned"
alt.atheism,"path cantaloupe srv cs cmu edu ! das news harvard edu ! noc near net ! howland reston ans net ! zaphod mps ohio state edu ! swrinde ! network ucsd edu ! mvb saic com ! unogate ! news service uci edu ! ucivax ! ofa123 ! david rice from david rice ofa123 fidonet org newsgroups alt atheism subject islamic authority sic over women x sender newtout 0 08 feb 23 1993 message id 391441683 ofa123 fidonet org date 14 apr 93 12 10 28 lines 62 who kmr4 po cwru edu \( keith m ryan \) what kmr4 1426 733987668 po cwru edu with rush leland stanford edu what 1993apr5 050524 9361 leland stanford edu other readers i just joined , but is this guy for real \? i'm simply amazed kr sadly yes do n't loose any sleep over old 'zlumber just kr have some fun with him , but he is basically harmless kr at least , if you do n't work in ny city i do n't find it hard to believe that ole 'zlumber really believes the hate and ignorant prattle he writes the frightening thought is , there are people even worse than he ! to say that feminism equals superiority over men is laughable as long as he does n't then proceed to pick up a rifle and start to shoot women as a preemptive strike aka the canada slaughter that occured a few years ago but then , men killing women is nothing new islamic fundamentalists just have a better excuse \( qu'ran \) from the vancouver sun , thursday , october 4 , 1990 by john davidson , canadian press montreal perhaps it 's the letter to the five year old daughter that shocks the most i hope one day you will be old enough to understand what happened to your parents , wrote patrick prevost i loved your mother with a passion that went as far as hatred police found the piece of paper near prevost 's body in his apartment in northeast montreal they say the 39 year old mechanic committed suicide after killing his wife , jocelyne parent , 31 the couple had been separated for a month and the woman had gone to his apartment to talk about getting some more money for food a violent quarrel broke out and prevost attacked his wife with a kitchen knife , cutting her throat , police said she was only the latest of 13 women slain by a husband or lover in quebec in the last five weeks five children have also been slain as a result of the same domestic battles last year in quebec alone , 29 women were slain by their husbands that was more than one third of such cases across canada , according to statistics from the canadian centre for justice rest of article ommited then to say that women are somehow better or should be the one to stay home and raise a child is also laughable women have traditionally done hard labor to support a family , often more than men in many cultures , throughout history seems to me it takes at least two adults to raise a child , and that both should stay home to do so ! maximus 2 01wb"
